,level_0,energy_consumption_per_annum
604674,404901,423.9729661784353
641191,1042371,323.6877938183851
571157,537607,211.85519689415773
458706,288333,88.25273037972539
547135,1307960,105.62622011683874
179851,636792,228.02884141713344
617668,1337887,411.5137863099256
17838,953325,124.1145660515552
248612,1197065,233.12382023195997
703041,588963,120.784366867966
331618,1434941,296.3404888683722
20734,645306,205.8326334681429
945757,675872,173.81953388137322
280568,1351300,287.77747630170296
780148,174808,209.90358093233115
40244,485387,223.90208737428637
659873,75852,149.30908555775125
617478,190109,305.380324732724
478818,4348,137.58602850319414
312309,557689,323.94476458940267
714488,1158520,381.425555935265
872312,589803,315.02269533320424
166884,1082426,212.8725889502106
333592,470927,234.175203228951
933231,90565,350.5295068217865
811598,56849,255.86084117456463
436848,162367,241.13473913730468
68904,828286,434.8924747217863
751534,1090668,477.4960603244872
418889,446875,176.79794372060832
884535,142339,150.09422642001505
787515,1134091,355.9465538121425
543415,1438952,190.174754968168
730492,723778,297.28785947646594
36315,62637,183.7080620232032
165655,922150,136.52145495350484
992673,1182621,144.60448899114206
684325,132369,140.82652485633253
68895,922008,280.1964622083694
837856,710056,239.46575326765523
426420,1059825,165.29441292187505
769909,864999,203.47945153855488
595689,160548,220.7321556719886
223460,645612,263.76057088355134
465560,950646,306.6348878684237
84001,908769,207.58474757186104
367619,81842,546.294223708025
339221,375900,442.1264159073164
90966,1077092,76.04514000927242
186395,1039321,330.4305455290097
329245,1231693,234.1964525508775
502890,1091254,243.32321169756597
908207,590974,153.9261628137746
269898,1355624,90.44214918227982
793942,787827,432.94519047221536
453066,1180990,254.97163132205412
90760,1376812,227.34709219745417
576398,319596,220.3083269871172
554151,185307,202.68577080350343
475404,677468,623.3826321213037
941530,233789,160.1807142570146
13564,694340,175.6800033908724
128389,1183751,242.4449901703992
453669,64184,220.6749360525908
452223,1087571,392.6708963686294
242522,474117,182.6050600097224
104891,598802,442.3607962171253
256728,1354041,122.56658473855455
313901,413856,411.5215582916935
798330,1228417,258.09137542518255
213471,1038030,274.61695530192253
8035,877150,230.5656522853926
473752,1499305,254.06045857466083
935300,630299,263.2798649014262
938774,896949,206.3280844651843
624199,891885,525.6145482541123
81587,818896,158.67003041003045
335591,849893,210.3714401239091
314536,408704,433.3680356435625
494969,529905,138.43898000842677
74591,790454,610.6714961120389
642115,1198397,176.12008193628063
176087,1005264,182.1089852104319
679038,1243088,199.90403356588985
543922,185993,230.5148003712952
224072,1490005,305.2724986008865
363465,1361055,277.4857332726913
811305,867884,118.2802538220315
499992,1337356,226.79608189063032
647809,88952,221.79847148745105
300771,653839,228.461516664073
624473,1249406,147.12862443128034
635056,1136243,144.84373251799775
836585,1259800,175.3269131476678
314722,1061872,264.8149321094129
927388,335119,129.28932776853748
202082,432076,108.98902570755826
509837,541885,66.02284491862787
268411,1289963,75.52739613827492
78876,501514,189.87133372191863
159502,194349,455.803157218276
834318,505903,153.37160744501944
204027,1308946,243.7044599322618
363946,986480,537.2254132595872
814188,1001554,416.7621000888863
581717,85085,228.9652569419231
280473,1039636,373.03790821010296
6416,847066,167.87688060572123
922355,119042,294.129254095868
440493,990340,350.5796024348801
956454,1352526,104.03432655228514
142350,392116,179.95709468185834
902021,1005279,456.8863032226219
406564,1167371,159.194475107502
138468,548939,296.0857884427543
169579,659791,191.0708047480288
410881,1096708,219.4246259231373
568371,303614,252.3895280360094
224985,345703,122.20522180999086
551434,884768,93.89289339332794
496305,1075309,734.4477483293454
697411,1303792,73.2711217339496
698042,1203937,121.19546786096774
224933,164623,321.6353431616534
321244,1036697,576.1752232558108
959533,180274,138.22620463005
731462,1311731,98.72120586467464
530644,477234,209.3575703385905
93379,1147669,321.6723853482598
327962,825330,233.85435833680924
519534,1330231,159.06646570555665
1640,958060,313.9937596549609
975477,752339,854.9495652485871
759595,209639,142.79368138121424
993474,729959,301.7901719972022
708201,182608,292.95113846793305
39905,443155,209.83163893004985
220887,905433,301.19076742107234
682139,729389,217.16301606871335
227393,1327794,188.5903537955085
57139,582870,379.7115715958355
420912,435139,150.2811333644358
276275,1089607,466.54183400108246
771235,1349158,133.30068738825722
378241,1134767,147.1449988566626
829874,277236,138.39944639515326
654434,1160547,133.02099633633011
811427,1291007,106.484502993021
357759,1418785,216.37625122799287
144158,78916,133.68490515898745
151682,1324784,298.0603101144206
22255,1301077,228.2471525291548
154471,216021,141.5648086946506
825627,1379806,82.15765725821541
409186,755325,434.9178107607193
107177,1207780,197.37515208072787
411289,723579,132.75453767328122
246791,684236,308.5027472555088
537726,152647,268.16461659019416
903555,1103676,256.2529749482906
439349,19879,435.7606705573749
1006198,217124,259.54595682602337
748108,302144,499.7042331354367
312424,494864,244.09825920397185
568593,1405290,279.4085295369769
436648,83380,214.53993218735152
295905,928710,146.84883394530914
745213,1446975,100.13116534185104
382400,1115127,155.11743561714206
298488,1027606,355.9230388776161
517940,1149176,412.3549801262183
258637,200232,297.4925900610469
361910,1303710,121.10226559670718
269275,1324194,197.4135808750664
571043,874721,159.20717377128955
454652,36432,383.21101591712267
64547,1396327,291.2451960171232
54418,334494,221.0108867471589
591708,678424,357.85336336755904
342017,509188,185.8920819706843
938400,430212,321.59630364783175
126080,711828,181.8399901788184
898424,998871,138.2917327498489
626946,51292,167.76487881284038
853069,579002,254.07214336362864
6486,1030230,155.57578444337545
916992,294321,228.64596802767085
885010,1410767,318.431961759584
436466,568846,294.3619352578862
621619,188345,137.56592516716483
127766,118872,228.3209174572897
682773,820357,426.1753103050436
677064,86144,307.67369759193025
326535,167055,141.53141396455433
646028,947803,143.32216165218762
981888,636736,406.6298878486005
150050,1151155,247.03712717916844
454377,439391,393.86811582070936
597262,205309,275.1758678605145
646178,138217,199.56586305206147
580630,1215299,207.4041123914419
220268,372007,110.37059028387957
947853,1346298,306.6540546671315
1007980,69213,328.1900949229773
1004297,84798,348.32324061046535
289783,763342,218.5160779243033
22025,141375,168.2088323271404
253049,805103,101.81940074413988
862993,1233438,198.4507496096399
292147,1104101,128.23693176829485
282015,447379,110.17575845096708
467942,908422,344.31548186727304
911433,1349187,215.1388041649072
229405,240529,308.7751156445784
377922,1349627,252.45598497201723
205292,521113,127.791535648096
122531,521769,687.8905934114875
723043,1269677,508.566769983658
184745,883783,119.77995387525075
152643,1419812,230.3657384914877
407271,158406,244.5654890340095
578014,224735,134.042083649842
767156,1199915,384.7741948708831
297906,1250718,458.19365781954446
731601,1151334,216.8536475132937
851921,1382214,160.94030991843874
892449,1251197,214.37424634544095
666404,91511,432.9214700858731
532142,731264,272.9827247925125
613653,735104,360.961025524277
674197,530752,395.8360960961039
625490,1328455,392.1000192030504
364493,502558,330.0898916992601
529051,1127015,225.10854818679
806915,1210391,77.10491251343373
599718,984081,434.8700852549874
894703,154765,223.4927613294496
921759,519827,193.14993178440872
230863,705148,186.99798729907656
523967,1019553,243.7219824994744
721850,1477306,106.28597100002403
676532,603361,200.4988075359526
906797,1283158,173.99771230937307
282331,45466,163.72215820738955
181552,812737,122.38734606331072
451634,1421313,339.0566774898829
233133,203291,244.4485189814755
390016,297499,144.3889684996485
923531,266403,232.3909730562441
628023,863922,121.87308247003092
759686,175739,737.6730461278954
187689,702770,378.27761766298056
689984,384149,209.59631809445943
970923,962875,344.37637610622244
844337,822404,383.29871374625657
702875,464665,207.5280464556139
87821,308938,269.33350049987723
147566,36760,224.47901502235328
982782,1310495,319.53660983117004
52516,181210,323.41197739391066
174853,451650,170.79038371822378
238850,162246,148.2616093733267
76346,715119,295.6953924745599
801262,304056,174.51524872312297
127057,1252714,226.4633941848644
614161,631726,262.9773140425742
989878,454154,290.58692489790883
506058,1160316,177.58343605832326
2365,381609,214.6449092554613
725302,1274433,255.71466151103823
67249,53414,228.70415949686856
16654,53078,80.58311139045603
430202,423259,452.72691724882674
231281,186255,147.9107901078242
445596,1408794,665.8374589257708
301085,927860,127.232974965128
682150,1437769,252.16975835248903
889630,228968,206.8133514125862
658695,450408,184.19509911239672
341712,1113426,162.91933421048634
517298,232278,257.0723657801773
942169,136194,409.3344641607192
301062,295411,181.4624637559624
149040,92650,507.6079715965328
910422,223549,287.9389265597241
693025,330345,100.5985442143654
259547,399227,389.735212237777
547682,184181,192.2045402850067
46052,586208,345.8900702545583
106391,1026271,183.08839798327543
482850,1494974,237.4325788894281
897657,935731,194.36805001372997
766840,237928,278.71795621115723
851929,973279,219.8017244226179
329197,1498307,196.1926725411456
775511,489022,192.30691643722207
29539,319376,231.8167358976984
508824,1118113,169.05972264669344
650681,469122,184.5233308780736
282730,533657,227.3985015069485
114297,489031,319.13860977012723
278187,540811,204.770257683911
297443,593587,145.08363108090327
639724,862506,227.1296425086915
56387,1405616,276.2562140040262
560596,152767,191.3123180398168
976486,1296214,106.54074096885604
920279,449502,163.43483918908865
349501,745709,326.6054822418942
246269,1070869,228.397357509261
944552,471582,132.79634188817818
255267,815021,277.3450818716256
852677,993648,206.53248237338465
911149,1356672,180.13596011862268
1003301,30963,435.2711597659722
860508,162875,174.77507880908547
183590,310335,400.6422041556076
70539,995511,95.82332061241428
880639,902947,167.1198089964838
374149,835699,233.2491676443016
809754,927391,170.81239465011362
441278,584773,222.6517418933704
650515,358357,226.16668029135536
461278,112708,217.8755520526477
208539,1040789,298.18714748872696
100336,697441,277.7831742031718
967576,1253068,270.8918691948314
387911,925233,199.83499851162856
907955,785023,374.7280524273177
301685,886544,183.24563482343987
613674,158634,287.7975793236817
726778,1165017,208.96422071565664
404911,740596,376.9987276742386
1010377,1051542,388.0053602960387
482994,996365,207.43804011972705
71427,463562,170.81728301997617
729426,1127718,131.90730960480812
281273,1178043,307.9699427959549
605871,1182136,326.07910850866205
756827,1315116,385.7856848461975
160585,960280,250.3883647606843
153097,1288353,114.8796083761632
622523,641212,348.216570939973
510742,1324621,325.6244692936085
651763,1102235,160.76571761160946
649528,1395562,195.20595362936055
856603,219363,198.6335384273196
622177,1402895,181.69707563836252
289900,54521,213.157974892612
226366,395076,187.9858766764091
997587,864204,92.23249507698006
424608,166516,326.3800134545424
447826,4555,130.86155152753796
409101,304972,264.257618481346
735561,931726,379.2567678261845
932770,67635,202.37277199186184
74696,3219,223.42775364358505
517248,685814,500.77428270608993
50432,1091334,239.7197886808667
886097,231736,199.3631102867308
858312,932161,284.1531165892645
542935,299795,98.76842117525902
436334,972989,196.92483276962065
804874,129784,259.8792510572196
180748,173506,140.38033081194965
412450,615795,214.238896321696
980366,1046949,95.97652500688466
821864,726139,194.82925745174785
342043,1222850,193.0078261359802
943434,931535,349.127548535403
988049,1058794,207.5240303310264
96973,1408278,209.78655303875095
147649,15198,332.3510830554257
177196,873416,155.86398955868083
245644,1416352,340.63349719620294
573501,1011769,303.21092290721475
974595,234840,330.65318265476446
579334,958694,239.54761548188796
1006282,1042044,368.78293818048326
523386,1117242,293.3608328408129
804321,681798,177.64516244576953
495776,970324,129.32527584024317
505700,306912,389.9956994970126
753584,1166668,180.6917196303752
476281,1054661,117.3485941979392
406449,1202551,230.8659895029105
503091,1148319,276.2936281991459
305873,931708,123.25725001890044
8967,801768,232.35249480471896
905277,351953,92.42475798330956
32229,119143,431.1532770358247
472782,772382,226.67664569874435
939504,855974,427.4316549192092
774754,108919,250.8643634026183
537827,306952,348.106865888738
290269,1486471,288.0228149528696
217590,1319179,305.2763358451391
349723,1284325,208.0072348965113
416098,634759,180.9996602648853
203241,1352961,136.04001690356716
408995,575665,282.56976596036804
914706,766021,158.9615079539862
703958,780259,278.9490029537207
77913,923863,490.9841814991279
884787,746037,268.7714956525042
552737,1120665,140.35605979458708
772086,346990,146.2680818435315
467349,1023443,237.1972974751984
239219,393196,152.89309884942165
759081,1318386,314.56322383390284
594778,138187,169.59232011923257
615118,953337,186.7480061020076
961515,329873,257.0307734551662
312486,195938,354.003408420504
868943,1026320,238.1438082432618
482586,101108,190.27321600278415
73827,1381859,115.31427269423662
508182,496010,480.9763781205181
566276,257582,548.4323940175993
20340,484184,208.00940367343745
454782,1230119,169.4074377639135
338002,1222017,257.5500869270343
323687,497310,327.83360804924865
186727,17827,248.6294025159656
985820,366730,217.25721528428468
113001,185012,358.9857743597263
763297,845383,354.6824969788728
330895,1024472,261.6167474980736
517104,1027905,176.8490223994989
547843,729388,439.3038978926958
340962,593617,121.82302903201864
671016,998573,292.11536211685205
15450,1463369,230.37604353063747
199179,553307,117.58988223447464
331315,731957,437.7560239828927
110850,857900,224.7287070929677
123269,994797,219.8055488582768
630884,777952,388.3641684212137
245816,635879,179.1251117939122
643695,282467,510.8160159763533
550414,247115,347.4702536226208
661669,553735,115.17453234242012
464695,552114,145.82077838292523
921725,650256,270.12218868476447
648043,1208007,209.86123827559308
666154,738914,249.45946802371444
692124,214176,265.9551737241107
426021,1344451,533.4377623527657
278806,1128994,42.35438639694539
143638,566542,310.65760084827184
823124,1170089,186.10449958894432
364354,1022275,243.2884983193032
739465,1259712,254.38701583085344
243997,1290121,82.5136483583145
486070,1173638,227.551315993289
1000821,1104194,160.33652432212898
558720,705053,167.39239800171612
850889,481678,82.74507644339138
585712,1498468,226.45605607397312
471424,323823,144.02733726902613
376489,575903,315.6054583658552
521024,46501,238.01629618976543
557129,1288321,116.0145552658575
718551,806814,200.7347627572813
369165,680797,363.126747662232
396398,517912,196.2952852701447
161174,841571,346.8257952683402
543469,152719,234.32482961682155
793374,1490029,496.9232301388978
830246,139491,89.0560758913802
567174,865277,270.225562051064
187964,408486,206.03637483847805
425163,498637,299.2355105409746
193150,678318,188.3547781747613
239831,526716,177.55907871847307
638982,834620,504.0155125963177
670073,527521,230.87526573238293
524451,430343,399.0012882815953
369954,1457540,94.57325471167276
398912,200683,210.70493628333617
567507,497162,211.754108255421
469033,1298953,118.71403537669704
192938,343772,406.86560883696313
414333,1473550,338.9962247620754
316708,542324,330.0570830369591
770552,1234166,78.50530950236907
284494,1261218,287.6634904176771
618681,240990,324.4535918714097
811897,1489606,343.56215512050164
670,898951,105.95120048634476
608097,15238,276.2383563461256
284082,1270853,128.44440119800598
722954,304829,151.26707564645852
262659,547751,267.0290110435528
510,360280,115.41888854399204
956850,1392601,319.2320851635311
83725,132716,191.183367544019
755490,256469,400.6046746565668
642183,1446841,195.17259464849903
670579,928269,133.55028744853
15627,123031,382.5920287267894
945780,1037578,179.7650001026361
660690,981319,170.3361319506683
877301,533859,212.31959816694103
948032,311229,323.3388039665309
370999,1495661,314.34910487157515
337189,157596,630.126555523206
832337,1443908,143.8538908972204
877346,142335,200.74159051520525
930976,1113732,139.910350689415
442355,178958,322.8600390748571
448769,1177519,120.52800970148668
163998,1318895,132.4196762384006
199742,1470577,263.8015962564644
339972,778690,232.43135741344148
620225,327739,273.53336436823054
776353,151333,240.62032629504264
159945,359452,228.4358074958813
242147,1494979,223.26158639943225
378970,864811,327.9762588242886
996225,995116,105.57794481897784
460095,1342340,172.48364505294046
359987,860710,173.96598189444072
617187,824558,438.46471621460006
431605,701181,170.0021233851259
266612,1311750,225.8173232238584
587820,209835,198.54315392938244
825259,68020,145.30351457954794
764,420947,130.1636643092965
516535,784042,379.0074647716588
32662,514161,220.28746441795693
931982,969938,314.185736825513
168952,949161,357.59061466836897
627777,953605,267.97537603052
241283,670291,155.97059566457625
798873,987455,210.37766627630648
132033,459104,199.49215993791023
850068,994759,225.43762808456543
613888,241828,361.5082667510838
730820,965594,307.4940513069812
872462,657578,285.952295729509
263399,1190972,165.03026831157644
728100,1227586,80.02187488107671
1009546,602254,272.8727434254738
887604,384645,144.68305513641866
437931,554198,286.2059681349017
343361,1484579,245.4808039875345
837979,113082,445.8617943027338
669167,725926,130.47773316120993
814603,737932,154.00219331839406
400330,384842,399.4430549752623
101717,1117668,131.02027350728886
896082,173674,245.88605789741516
183143,1385122,176.58588603026843
283671,459761,153.98741747407723
647912,886069,152.94518473622048
3203,1466279,163.01120169636516
38572,114869,186.47049278210665
613257,106107,232.7862132256589
842917,1087375,189.36581912762523
792415,511065,241.36662164064813
484475,1348839,96.9259516577298
33900,41411,164.40443539145036
805247,1456913,335.9911126474768
416960,192528,302.3112818931821
421452,311367,127.16880825797728
893472,606243,200.8382129078528
457359,674708,300.42912823510244
589703,558453,132.7166975461027
590705,779788,142.1725905672132
894715,1458747,201.9285165420831
634359,1490150,198.36174738153423
797234,892137,186.82863595475777
963380,24444,215.68910484753405
801828,1435903,453.6522825779277
545791,342440,194.8429509422837
377542,1078890,190.60540060880703
45982,1247152,586.1590424186746
444981,936183,230.104841954005
872803,205,200.73638351999745
788515,1074759,228.3440104048414
343185,680367,179.93083197649358
943628,697744,279.04049227367256
551802,1148525,195.01208804458517
840104,1345747,90.87814839150208
925034,453314,183.352269791482
257258,936904,392.3940936533103
1006790,1373106,249.54595643387196
754863,1295657,201.19620355678077
213745,238945,450.70342229770574
652403,1395603,255.7087761145966
129751,121113,230.69944202824425
97406,879660,157.30186435280365
768015,1103821,258.7526896891357
285440,1206578,173.20136130531648
307449,950164,90.9744442479489
380500,394138,158.30330292861186
522173,750533,431.849939960146
355433,255656,430.6979788444014
373395,1368569,268.1916955451207
27909,787976,389.1941211369889
914991,205937,340.99876219806646
775589,803979,215.14471799083665
574388,373306,259.7330499434144
253840,117876,228.83365730911223
778548,237273,186.81880307872947
298881,6684,158.34410383586228
714382,1072115,151.79751510203306
498324,143906,57.740724893577095
96737,630512,320.99086176669084
738177,1410872,314.75976945871736
436904,1492428,204.2950284331058
186699,171536,368.4565925808075
340454,1243491,203.6739283868262
142893,703983,149.9678748194993
956753,674636,362.5038346970435
724567,243388,319.3775740772704
309612,1324580,677.5469318010139
511737,821896,238.57412166644085
813490,1437441,315.12049887172924
893162,1242972,267.68119213413
887611,1179175,522.1250000542764
339621,870399,170.57938606840764
446041,873617,204.42088902039944
992845,1495745,242.00318612469744
61887,578986,221.38569321547595
224294,159074,184.45700481874425
629952,740530,162.0767678020474
435246,860304,152.32362013941128
285060,1437576,178.69525033319536
709097,1381281,188.8120207144958
884258,46701,310.0191289364291
982328,502351,191.8213633435491
749402,1391170,330.1486541437597
633569,1327495,289.44609121350334
803023,460887,103.41049270268292
665293,826925,450.7431843479896
691993,232270,377.682556253668
727710,300188,250.97960421759203
279849,269419,159.17005515641068
521205,712639,430.36481486561047
678986,1052015,531.5457540567795
196182,756784,123.51089683761631
314336,49617,250.61449802408785
564980,1267588,255.36732858076996
410858,1093276,158.60633615392203
442332,1289792,271.7625530388187
461165,258731,434.4510745446628
365902,1006805,242.8585417965949
783878,1342236,295.05717707196453
558521,797773,441.851993900098
522840,631603,142.74273531426377
702878,959107,320.7875316698245
945771,696586,404.0721697066442
927640,976144,189.155583688208
504815,281031,166.30086144946068
131729,128663,434.3162609368528
231921,762740,181.51020750002493
223498,1504166,143.01030274721052
955197,234295,153.15235533748984
487016,1429712,213.8193300375869
406347,1366885,234.42366682959
313340,96432,382.1569768667978
523235,168585,270.1900751194533
142974,75528,415.89104765866574
241506,1348278,230.79133099180717
728282,407678,168.51309152935923
226675,891009,324.6749353186695
181140,1295073,245.9785487586026
1009360,1452490,595.544193749259
257446,605805,244.06956868214465
47563,1347350,161.89566869939114
716513,1027156,151.54753244638215
479684,467917,341.6765788479551
285081,410569,301.4392198514569
909367,279488,315.1886353655774
168776,624619,199.218063953598
738798,777877,383.0776973302155
67772,893132,169.16214995866318
700642,971345,137.08257315474117
18926,1030358,214.2461042408088
526731,1122914,301.12493952906897
648496,324128,246.93066721756347
163447,480429,405.7007361294798
56978,1276368,126.8675515548153
300102,312131,341.2494891107447
529524,575377,153.9871163544989
586222,469368,218.6560392525716
811975,539798,330.3125944079585
967479,482350,278.8494126025525
870881,637129,232.23459313891465
825942,646284,246.79602833069976
838828,1118857,147.98066943269967
727130,1364256,253.7957629174925
445356,579133,281.2654997261308
884514,525808,228.5907843962816
751926,933654,258.28187663832074
713945,50360,173.02082418663366
32471,1283597,188.2961281605537
420351,1177525,190.89935229648336
948939,119288,160.77627204239923
496625,435618,439.9642682553912
355056,461957,204.31366121371855
225425,115551,224.98103598499776
71251,138520,128.63535737939293
824117,531195,274.79291821861113
516710,421937,329.5924178524364
207817,464938,193.97527832181527
369798,282755,304.02498052732835
15771,826772,399.3360784797548
981797,1426998,526.5573366274211
721721,1249542,135.46625449846903
874735,396477,226.7444368882575
432474,872004,144.206729971577
454758,858759,192.19213142520863
591297,491326,149.87218819382787
864920,1138945,206.44853590800437
194779,363374,258.22690800840843
444148,559098,402.47757642862206
874877,571315,259.16677725213606
92422,77288,306.4662248535156
761078,1056344,220.937679556651
624154,553638,49.367903996206536
125769,166513,236.53905857195528
830594,1162814,279.112715204777
926778,1234533,121.90125201892953
977656,882679,216.3904806926809
759631,1179653,370.5581795145114
684316,1288146,207.8218104031085
793270,619339,221.42632529146408
571716,2022,432.665499336107
528181,655325,230.8583341772039
804184,777202,302.6408286209143
314588,1430357,130.52465886122505
423526,107734,398.5655670974919
533805,575232,269.2122845907343
158691,931993,245.6671065881814
400784,582912,129.79311444832388
347636,387184,200.00603099016976
605381,238946,222.26070306556932
304578,1128352,177.5857632697573
488848,378894,290.83897289536174
868657,298635,138.9532998115274
754373,936056,357.07640388719443
91213,585625,228.5353313687185
756182,1423554,152.67975353764524
184760,303026,215.15223023769067
1007128,1414823,192.13125319813307
422504,305135,259.47138759885286
163880,712473,265.40371677883456
160846,997251,179.90701914055228
648480,679952,323.5972570335574
427684,1472040,634.0904318422722
673456,302234,151.20141791782925
282323,1226044,83.69462702151571
753218,863990,272.4014120903308
114634,184069,273.8105625170594
318234,732036,292.151984918385
290499,277514,214.1621160722339
163068,951236,368.4953070679126
514250,1030280,605.9711377126977
798377,164107,215.1781104658097
20479,497787,141.5746177309232
318711,1395892,164.82836797214236
392718,54851,92.63495962811382
408160,81815,107.46669648154682
857992,991854,300.08623108567576
187384,1131352,228.39525403602823
952905,387404,219.4532426463208
120026,899133,322.7240311451075
288100,425919,199.34584996631136
424488,445974,141.07246390196394
234989,191813,682.594758686423
419695,75162,170.72576813308447
14044,1412151,165.68235996593268
648055,903621,401.7009639429566
110691,1130949,349.7887203617697
365783,971808,512.745379901115
350779,787576,318.7086007260193
372405,417466,270.02799990978906
310875,1404946,264.2502298836408
407684,1446727,133.1757413691742
924777,497882,212.62586299982223
729726,300014,387.3156728603968
598382,1280692,112.1547505629851
671669,512779,136.2285660365982
409703,851460,142.9319483860859
720357,545737,297.54978745990206
483321,430165,266.4805151484378
116087,185026,143.66415896897573
421395,757510,296.57672557171287
630404,555505,89.37805281235669
441376,746155,223.41878350832488
785605,1504928,353.78283295471704
802438,434431,627.2120286069751
395461,569596,549.0259618179846
379059,1363805,270.78361869007625
156496,1271856,158.53118584755907
975048,174444,248.48925786929615
374758,624776,154.54878661104306
581838,785794,353.9396977624093
347781,1360936,129.8001034149761
373748,455302,267.7045519283234
433963,1278839,135.36160430359064
514813,1008993,360.5310399491617
385064,80694,432.98365213870255
111519,698170,424.8584115233574
99524,81691,292.7662702276904
963694,1338007,223.3607234532304
393600,854050,316.0019849271365
330831,261158,204.54580037185085
700228,142857,73.25744401259072
291628,972750,277.18254384912774
763035,794815,187.07357821074717
799624,496485,240.80078180112872
853031,1217967,67.78122269120743
711192,16493,266.540183440533
986768,157565,272.46214918384715
337602,1022054,136.4756218240679
958816,685955,293.8729896264033
768866,388440,121.80234914970902
278449,554206,282.4176979776551
34555,1135599,247.56237146466196
3396,79900,226.1433098158154
618020,927563,333.8269833716434
575727,69606,140.87393019635408
733777,1185509,220.1215617530592
126656,602580,224.64702414237607
248044,1289030,211.01387865245
835989,712205,347.84863249238555
430295,646929,73.2231889239136
724250,598271,167.82353399490495
981389,966190,221.02848056064448
750242,360161,442.595408817088
245420,1109873,173.05424642155657
667036,870371,101.83286119338244
382950,1161268,292.39199807983937
102202,468224,164.15608727014137
831611,1439357,120.39026677044616
420036,442432,203.28164384593296
168089,1450071,174.10246689364658
843279,1248732,192.2901026352891
190124,693140,338.1519428968085
479271,455335,188.8903665771213
399948,1348304,206.74439899007297
701614,819313,190.62509282597708
454753,1426097,315.24649683276687
170084,344096,277.7383668857857
735156,733094,438.9127552163572
317084,33652,135.35741269860685
450452,856376,128.01716071609465
666921,1094616,164.80940641570038
687096,93313,306.0806052937746
751499,707334,459.0785286386291
352269,142977,177.41928022130082
36774,115336,196.0991443955234
42779,641814,611.5006962698158
757483,1186034,41.17439139894415
782081,1154366,143.7287744104658
441359,678665,453.0134941200712
307260,1026370,291.1106737423977
682060,726160,219.25125445372632
984208,876908,244.15413362585423
769768,782636,286.94307462537625
261072,508490,428.247151116442
705484,743651,381.18145601250376
787609,1142918,97.04936346382028
779023,1393489,278.3288987263591
641774,354702,218.89305884226505
97573,51721,75.53874080486827
604178,1258255,212.0522702458591
504528,1383338,336.78260533313244
453737,1111623,303.6560155555884
382005,1173492,428.5991035044452
776921,1447316,166.64125674192582
561029,817740,256.4542793764849
607115,661072,475.5603431797322
518139,521733,248.1410814466399
576286,1288636,151.47196631133272
496809,239776,377.36356007985626
796462,780570,134.01242145562637
79487,1028043,208.89988180043215
303247,1209823,206.68484866149024
917595,906041,401.18352915488174
580551,78512,142.03362326286936
91807,348872,120.45489892705392
669540,1505303,236.33199371837463
339186,793575,522.3485840467197
682680,304861,348.58619031744314
59538,217254,335.10034141779244
990743,500071,81.74729034626901
234562,854596,218.4089637235477
724845,189070,315.53381651009903
141091,1224240,214.0279070280748
44730,835520,244.99738241357727
497404,1470948,199.72267386816088
323579,186507,356.1298658709594
372602,1072970,157.09873066195237
566399,324938,82.48046609400797
300150,53225,148.9233095820015
439836,1026603,92.66427804119648
302150,1072835,190.80642165064356
658159,1149126,54.045976702120896
704912,1314928,299.36910856763143
847390,337981,213.4916855033921
30680,770797,105.83579574069556
261777,160690,230.6295554800156
526093,397211,251.90036268551972
441861,498243,224.7142146384516
347424,1184995,585.387999211681
534733,1358530,203.13095899984583
227088,1458404,187.4173280618921
264141,349195,71.91077822038494
50409,601795,115.50211364137547
982910,481978,222.8581873870004
755546,520830,221.93275737960056
815754,880342,224.8822296284475
957752,1464927,285.9755268880665
163195,820844,176.23710574288756
294558,1271595,241.4803844501164
503230,257749,203.059143501292
409080,1040827,419.5700974142793
852183,287101,285.78370852029013
505967,676591,386.3652633522131
915693,720189,387.6396868356725
100743,1396731,729.2058947378986
365215,892399,359.05954048194
421492,619455,196.6864407951064
1002950,1351109,151.5459757885218
623080,1327683,108.54635949856134
718277,1150488,286.9813875129794
66314,987069,196.3618252356059
597411,872679,202.6678729912285
640570,438765,222.23993139479785
698241,1098705,139.1972113580906
892432,684012,455.2562351569687
319056,1039870,199.7668172970533
847280,1350071,334.9602204366324
876089,1488196,607.1443711065621
146734,1158833,140.3248950887987
363147,1388562,374.1578297024445
22050,705702,122.40829614073589
739229,559948,291.71455092682294
882535,835525,97.85119888352966
324271,192240,248.2526143926207
478414,427624,404.9315515952789
358858,1457636,186.64483688787
649294,652238,198.53957454159192
452256,330863,280.77919811410857
480905,350297,384.860641965211
148505,122368,323.37809930602896
240238,1103044,145.6636801271607
764811,362133,302.15810701233954
871557,828593,197.9064773081575
913435,338901,35.73987873030677
393108,302522,251.83997688158215
582557,452255,220.3104864629609
543379,673176,161.32543962715397
420467,1178886,187.20722647528464
39168,1060762,293.354944013915
912358,1239470,326.9283469408847
277478,1015051,191.63036972621904
923789,699863,358.556261153208
4688,874321,245.11768321001796
628558,336017,344.9641173076868
304233,466365,215.3219117601746
515437,201059,211.5052161683637
914544,1076225,154.2716833786944
288651,279285,123.17789115959772
170162,537355,226.82918525731395
742149,109712,454.57091480380734
593311,996219,314.438852736723
458656,1351731,278.19027407554483
880250,149425,148.4561765743922
842867,1020208,255.1462956837849
354961,991658,165.87471971988987
764555,198512,228.22236417735903
199195,698301,278.0520836560315
928210,1486251,230.194910831118
